schema,table_name,column_name,datatype,nullable,is_pk,definition
SCM,"SXASRGCaseParticipant","SortSequenceNum","int",false,false,"Sort sequence of the case participant on the tile."
SCM,"SXASRGCaseParticipant","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAAMPaymentMethod","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"SXAAMPaymentMethod","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAAMPaymentMethod","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMPaymentMethod","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAAMPaymentMethod","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAAMPaymentMethod","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAAMPaymentMethod","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXAAMPaymentMethod","HistoryID","int",false,false,"0 = This is the most recent version of this dictionary entry.1 = This dictionary entry has been replaced by a more recent version"
SCM,"SXAAMPaymentMethod","PaymentMethodID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAAMPaymentMethod","Code","varchar(30)",true,false,"Payment Method"
SCM,"SXAAMPaymentMethod","Abbreviation","varchar(5)",true,false,"Abbreviation of code"
SCM,"SXAAMPaymentMethod","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"SXAAMPaymentMethod","PaymentMethodType","int",false,false,"An enumerated type with the following list of possible values: 0 = [None],1 = [Cash],2 = [Check],3 = [Credit Card],4 = [Promotion],5 = [Voucher],6 = [Money Order],7 = [Portal Payment],8 = [Mobile Payment],"
SCM,"SXAAMPaymentMethod","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMLabPanelComponents","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMLabPanelComponents","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMLabPanelComponents","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMLabPanelComponents","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMLabPanelComponents","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMLabPanelComponents","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMLabPanelComponents","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMLabPanelComponents","LabPanelComponentID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMLabPanelComponents","LabPanelDetailID","int",false,false,"A foreign key to the LabPanelDetailID column in the SXARCMLabPanelDetail table."
SCM,"SXARCMLabPanelComponents","CPTHCPCSCode","varchar(20)",false,false,"Store the CPT/HCPCS Code"
SCM,"SXARCMLabPanelComponents","Occurence","int",false,false,"Stores minimum components request for a lab panel"
SCM,"SXARCMClaimEditGroupMaster","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMClaimEditGroupMaster","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMClaimEditGroupMaster","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMClaimEditGroupMaster","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMClaimEditGroupMaster","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMClaimEditGroupMaster","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMClaimEditGroupMaster","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXARCMClaimEditGroupMaster","ClaimEditGroupMasterID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMClaimEditGroupMaster","Name","nvarchar(30)",false,false,"Claim Edit Group Master Name"
SCM,"SXARCMClaimEditGroupMaster","Abbreviation","nvarchar(5)",false,false,"Claim Edit Group Master Abbreviation"
SCM,"SXARCMClaimEditGroupMaster","Description","nvarchar(300)",true,false,"Claim Edit Group Master Description"
SCM,"SXARCMClaimEditGroupMaster","ClaimFormatID","int",true,false,"A foreign key to the ClaimFormatID column in the SXARCMClaimFormat table."
SCM,"SXARCMClaimEditGroupMaster","IsAllClaimFormatType","bit",false,false,"Need to identify, is all claim format type"
SCM,"SXARCMClaimEditGroupMaster","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAEDITarget278ServiceDuration","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAEDITarget278ServiceDuration","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDITarget278ServiceDuration","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAEDITarget278ServiceDuration","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAEDITarget278ServiceDuration","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAEDITarget278ServiceDuration","Target278ServiceDurationID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAEDITarget278ServiceDuration","TargetConfigurationID","int",false,false,"A foreign key to the TargetConfigurationID column in the SXAEDITargetConfiguration table."
SCM,"SXAEDITarget278ServiceDuration","NumOfDays","int",false,false,"The duration interval that will determine the service end date on an authorization/referral."
SCM,"SXAEDITarget278ServiceDuration","RequestType","int",false,false,"An enumerated type with the following list of possible values: 1 = [Admission Reviews],2 = [Health Services Reviews],3 = [Specialty Care Reviews],"
SCM,"SXAEDITarget278ServiceDuration","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXAEDITarget278ServiceDuration","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"CV3CatalogClassTypeValue","SiteID","smallint",true,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3CatalogClassTypeValue","RepFlags","tinyint",true,false,"Indicates the action in a distributed database environment. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3CatalogClassTypeValue","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"CV3CatalogClassTypeValue","TouchedBy","varchar(50)",true,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3CatalogClassTypeValue","TouchedWhen","datetime",true,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"CV3CatalogClassTypeValue","CreatedBy","varchar(50)",true,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3CatalogClassTypeValue","CreatedWhen","datetime",true,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"CV3CatalogClassTypeValue","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"CV3CatalogClassTypeValue","GUID","HVCIDdt",false,true,"Unique primary key value."
SCM,"CV3CatalogClassTypeValue","CatalogMasterGUID","HVCIDdt",true,false,"A foreign key to the GUID column in the CV3OrderCatalogMasterItem table."
SCM,"CV3CatalogClassTypeValue","ClassTypeGUID","HVCIDdt",true,false,"A foreign key to the GUID column in the CV3ClassType table."
SCM,"CV3CatalogClassTypeValue","Value","varchar(255)",true,false,"The actual value."
SCM,"CV3CatalogClassTypeValue","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"CV3CatalogClassTypeValue","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMChargeEventCondition","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMChargeEventCondition","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMChargeEventCondition","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMChargeEventCondition","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMChargeEventCondition","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMChargeEventCondition","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMChargeEventCondition","ChargeEventConditionID","int",false,true,"Primary key"
SCM,"SXARCMChargeEventCondition","ConditionName","nvarchar(150)",false,false,"This describes condition name for system defined events for Start and End of Charge Generation."
SCM,"SXARCMChargeEventCondition","ConditionRuleID","uniqueidentifier",false,false,"This stores the id of the condition rule which is stored in PAW table."
SCM,"SXARCMChargeEventCondition","IsForStart","bit",true,false,"This flag identifies that this condition is for start of charge generation."
SCM,"SXARCMChargeEventCondition","IsForEnd","bit",true,false,"This flag identifies that this condition is for end of charge generation."
SCM,"SXARCMChargeEventCondition","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"CV3OrderDuplicatePolicyDtl","SiteID","smallint",true,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3OrderDuplicatePolicyDtl","RepFlags","tinyint",true,false,"Indicates the action in a distributed database environment. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3OrderDuplicatePolicyDtl","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"CV3OrderDuplicatePolicyDtl","TouchedBy","varchar(50)",true,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3OrderDuplicatePolicyDtl","TouchedWhen","datetime",true,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"CV3OrderDuplicatePolicyDtl","CreatedBy","varchar(50)",true,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3OrderDuplicatePolicyDtl","CreatedWhen","datetime",true,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"CV3OrderDuplicatePolicyDtl","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"CV3OrderDuplicatePolicyDtl","GUID","HVCIDdt",false,true,"Unique primary key value."
SCM,"CV3OrderDuplicatePolicyDtl","IsExcluded","bit",false,false,"Indicates that the location group is excluded from duplicate checking. 1 = True; 0 = False"
SCM,"CV3OrderDuplicatePolicyDtl","SearchScope","varchar(30)",true,false,"Indicates which charts should be searched for duplicates. Either Any Chart, This Chart, or This Visit"
SCM,"CV3OrderDuplicatePolicyDtl","PastTime","int",false,false,"The range for searching backwards in time for duplicate orders."
SCM,"CV3OrderDuplicatePolicyDtl","PastTimeUnits","varchar(30)",true,false,"The unit of measure for the past-time range."
SCM,"CV3OrderDuplicatePolicyDtl","ExactTime","int",false,false,"The time frame within which any duplicate orders constitute an exact match."
SCM,"CV3OrderDuplicatePolicyDtl","ExactTimeUnits","varchar(30)",true,false,"The unit of measure for the exact-match time range."
SCM,"CV3OrderDuplicatePolicyDtl","FutureTime","int",false,false,"The range for searching forwards in time for duplicate orders."
SCM,"CV3OrderDuplicatePolicyDtl","FutureTimeUnits","varchar(30)",true,false,"The unit of measure for the future time range."
SCM,"CV3OrderDuplicatePolicyDtl","LocationName","varchar(30)",true,false,"The name of the location  for which this policy applies."
SCM,"CV3OrderDuplicatePolicyDtl","OrderDuplicatePolicyGUID","HVCIDdt",true,false,"A foreign key to the GUID column in the CV3OrderDuplicatePolicy table."
SCM,"CV3OrderDuplicatePolicyDtl","LocationGroupGUID","HVCIDdt",true,false,"The link to the location group for which this policy applies. Must be a location group"
SCM,"CV3OrderDuplicatePolicyDtl","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"CV3OrderDuplicatePolicyDtl","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"CV3ResultPriority","SiteID","smallint",true,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3ResultPriority","RepFlags","tinyint",true,false,"Indicates the action in a distributed database environment. Distributed databases are no longer supported so this column is deprecated."
SCM,"CV3ResultPriority","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"CV3ResultPriority","TouchedBy","varchar(50)",true,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3ResultPriority","TouchedWhen","datetime",true,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"CV3ResultPriority","CreatedBy","varchar(50)",true,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"CV3ResultPriority","CreatedWhen","datetime",true,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"CV3ResultPriority","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"CV3ResultPriority","GUID","HVCIDdt",false,true,"Unique primary key value."
SCM,"CV3ResultPriority","Code","varchar(30)",true,false,"The unique code for a result priority, which is predefined by Eclipsys."
SCM,"CV3ResultPriority","SystemCode","varchar(10)",true,false,"A code assigned to the result priority by the system: RTN (Routine), or STAT (Immediate)."
SCM,"CV3ResultPriority","LevelNumber","int",false,false,"Determines the urgency of the priority."
SCM,"CV3ResultPriority","MSrepl_tran_version","uniqueidentifier",true,false,"Optimistic lock identifier."
SCM,"CV3ResultPriority","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMClaimBreak","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMClaimBreak","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMClaimBreak","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMClaimBreak","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMClaimBreak","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMClaimBreak","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXARCMClaimBreak","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMClaimBreak","ClaimBreakID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMClaimBreak","PrimaryStandardBreakOptionID","int",true,false,"A foreign key to the StandardBreakOptionID column in the SXARCMStandardBreakOption table."
SCM,"SXARCMClaimBreak","ClaimFormatID","int",false,false,"A foreign key to the ClaimFormatID column in the SXARCMClaimFormat table."
SCM,"SXARCMClaimBreak","ClaimBreakDescription","varchar(300)",true,false,"To Store Descriptions of Claim break"
SCM,"SXARCMClaimBreak","ClaimBreakName","nvarchar(30)",false,false,"to store name of Claim break"
SCM,"SXARCMClaimBreak","Abbreviation","nvarchar(5)",true,false,"Store Claim Break Abbreviation"
SCM,"SXARCMClaimBreak","SecondStandardBreakOptionID","int",true,false,"A foreign key to the StandardBreakOptionID column in the SXARCMStandardBreakOption table."
SCM,"SXARCMClaimBreak","ThirdStandardBreakOptionID","int",true,false,"A foreign key to the StandardBreakOptionID column in the SXARCMStandardBreakOption table."
SCM,"SXARCMClaimBreak","FourthStandardBreakOptionID","int",true,false,"A foreign key to the StandardBreakOptionID column in the SXARCMStandardBreakOption table."
SCM,"SXARCMClaimBreak","FifthStandardBreakOptionID","int",true,false,"A foreign key to the StandardBreakOptionID column in the SXARCMStandardBreakOption table."
SCM,"SXARCMClaimBreak","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXASRGChargingTransaction","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXASRGChargingTransaction","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXASRGChargingTransaction","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXASRGChargingTransaction","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXASRGChargingTransaction","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXASRGChargingTransaction","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXASRGChargingTransaction","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXASRGChargingTransaction","ChargingTransactionID","bigint",false,true,"Auto generated unique primary key value."
SCM,"SXASRGChargingTransaction","ChargingTransactionSetID","bigint",false,false,"A foreign key to the ChargingTransactionSetID column in the SXASRGChargingTransactionSet table."
SCM,"SXASRGChargingTransaction","ChargeCodeID","int",true,false,"A foreign key to the ChargeCodeID column in the SXASRGChargeCode table."
SCM,"SXASRGChargingTransaction","Quantity","int",true,false,"Quantity of the charge code for a particular charging run."
SCM,"SXASRGChargingTransaction","Amount","SXACurrencyDt",true,false,"Optional dollar amount for a charge code."
SCM,"SXASRGChargingTransaction","ChargingPolicyID","int",false,false,"A foreign key to the ChargingPolicyID column in the SXASRGChargingPolicy table."
SCM,"SXASRGChargingTransaction","ChargeCodeDescription","varchar(1000)",true,false,"A copy of the charge code description when the transaction is generated."
SCM,"SXASRGChargingTransaction","StatusType","int",false,false,"An enumerated type with the following list of possible values: 0 = [Pending Post],1 = [Outstanding],2 = [View Only],3 = [Posted],4 = [Transmitted],5 = [Inactive Charge Code],6 = [Do Not Post],"
SCM,"SXASRGChargingTransaction","CaseEntityID","bigint",true,false,"Holds the ID of the case entity used to create the transaction."
SCM,"SXASRGChargingTransaction","ChargeCode","varchar(100)",true,false,"The free text charge code which will be displayed in the charging transaction."
SCM,"SXASRGChargingTransaction","TransactionDateTimeUTC","datetimeoffset(3)",false,false,"The time the transaction was generated"
SCM,"SXASRGChargingTransaction","SendDFTQueueID","bigint",true,false,"FK to SXASRGSendDFTQueue"
SCM,"SXASRGChargingTransaction","CaseEntityDictionaryID","bigint",false,false,"The dictionary item identifier related to the case entity identifier."
SCM,"SXASRGChargingTransaction","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXAMMGISolutionDefault","SiteID","smallint",false,false,"Identifies the unique distributed database ID where the row was inserted. Distributed databases are no longer supported so this column is deprecated."
SCM,"SXAMMGISolutionDefault","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXAMMGISolutionDefault","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAMMGISolutionDefault","TouchedWhen","datetime",false,false,"The date and time that the row was last updated and will be based on the Enterprise time zone."
SCM,"SXAMMGISolutionDefault","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXAMMGISolutionDefault","CreatedWhen","datetime",false,false,"The date and time that the row was created and will be based on the Enterprise time zone."
SCM,"SXAMMGISolutionDefault","GISolutionDefaultID","int",false,true,"Auto generated unique primary key value."
SCM,"SXAMMGISolutionDefault","GenericItemID","int",false,false,"A foreign key to the GenericItemID column in the SXAMMGenericItem table."
SCM,"SXAMMGISolutionDefault","SolutionGenericItemID","int",false,false,"A foreign key to the GenericItemID column in the SXAMMGenericItem table."
SCM,"SXAMMGISolutionDefault","SolutionDoseNum","numeric(14, 4)",true,false,"Identifies the Default Quantity. Must be in ML."
SCM,"SXAMMGISolutionDefault","DripRateNum","numeric(6, 2)",true,false,"Identifies the Default Flow Rate. Tracked in ML/Hr."
SCM,"SXAMMGISolutionDefault","HangTimeNum","numeric(6, 2)",true,false,"Identifies the Default Hang Time."
SCM,"SXAMMGISolutionDefault","HangTimeUOMCode","varchar(30)",true,false,"Identifies the Unit of Measure that is associated with the Hang Time."
SCM,"SXAMMGISolutionDefault","LineTypeID","int",true,false,"Identifies the Primary Key."
SCM,"SXAMMGISolutionDefault","LabelExpiryPeriodNum","smallint",true,false,"Identifies the Label Expiry Period Number. Ie 3 days."
SCM,"SXAMMGISolutionDefault","LabelExpiryPeriodType","int",true,false,"An enumerated type with the following list of possible values: 0 = [Hours],1 = [Days],"
SCM,"SXAMMGISolutionDefault","MSrepl_tran_version","uniqueidentifier",false,false,"Optimistic lock identifier."
SCM,"SXAMMGISolutionDefault","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
SCM,"SXARCMLockboxVendor","Build","int",false,false,"Identifies the build number and patch level of the software that inserted/updated this row. The format is the Build number followed by 3 digits for the patch level which is typically 000. The build number is tied to specific versions of the software, e.g. Sunrise 15.3 is Build 5021, Sunrise 16.3 is Build 5503."
SCM,"SXARCMLockboxVendor","TouchedBy","varchar(50)",false,false,"Information about the user that last updated the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMLockboxVendor","TouchedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was last updated including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMLockboxVendor","CreatedBy","varchar(50)",false,false,"Information about the user that created the row. This will typically be the UserID (IDCode from CV3User table) and may be prefixed with an environment identifier followed by an underscore, e.g. b96d2bf5_jongmore."
SCM,"SXARCMLockboxVendor","CreatedWhenUTC","datetimeoffset(3)",false,false,"The date and time that the row was created including the time zone offset from UTC, for example 2015-01-30 04:55:04.372 -05:00. The date and time is based on the Enterprise Time Zone."
SCM,"SXARCMLockboxVendor","MSRowVersion","timestamp",false,false,"Optimistic lock identifier using rowversion datatype."
SCM,"SXARCMLockboxVendor","Active","bit",false,false,"Denotes whether the row is active or not, 0 means the row has been soft deleted or deactivated."
SCM,"SXARCMLockboxVendor","LockboxVendorID","int",false,true,"Auto generated unique primary key value."
SCM,"SXARCMLockboxVendor","VendorName","varchar(80)",true,false,"To store vendor name"
SCM,"SXARCMLockboxVendor","VendorCode","varchar(50)",true,false,"To store vendor code"
SCM,"SXARCMLockboxVendor","AddressID","int",true,false,"A foreign key to the AddressID column in the SXARCMAddress table."
SCM,"SXARCMLockboxVendor","VendorType","int",false,false,"This column will contain Vendor Type as per selection of user."
SCM,"SXARCMLockboxVendor","MSReplrowguid","uniqueidentifier",false,false,"Unique GUID used to support merge replication."
