schema,table_name,definition,column_count,has_pk
SCM,"SXARCMEntityMappingTemplateNode","To store Entity Mapping Template Node Information",13,true
SCM,"SXAESLocationDefaultSelectionTab","Location Defaults are now supposed to store the order of the selections tabs in the book appointment screen.  In order to do this we need a new table for this.",12,true
SCM,"SXAHMOccurrenceLinkedItemXRef","This Health Management table is an XREF link between the ScheduledEventOccurrence and other items, like orders, that will share an N to N relationship.",11,true
SCM,"SXARCMSmallBalanceTransferCodes","This table will store the transfer code information.",13,true
SCM,"SXARCMERASAFeeScheduleLocationConfig","It store information about location-wise ASA Fee schedule config",11,true
SCM,"SXARCMPatientGuarantorRemitLocationConfig","Stores remittance configuration",24,true
SCM,"SXASRGCasePostOpInfo","Table containing the post-operation info of a case.",10,true
SCM,"SXARCMRREdit","Create edits resource dictionary",15,true
SCM,"SXARCMDenialCodeConfigClaimReason","The table will store the information about the Claim Adjustment Reason code which were configured with Denial Code .",11,true
SCM,"SXAGNAffinityDomainCodeType","This table contains the types of information that are supported to exchange information.",12,true
SCM,"SXARCMEffectiveDateOption","Table used to store the Effective Date Options system dictionary. Dictionary will be pre-populated with the following entries:",9,true
SCM,"CV3Frequency","Dictionary of Frequencies.",24,true
SCM,"CV3DischargeDisposition","Dictionary of Discharge Dispositions.",16,true
SCM,"SXAAMGroupPractice","To store the Group practice information",19,true
SCM,"SXASCLModuleObjectSpecValueXRef","The purpose of this table is to store the SCM object specific Value with reference of module mapping",10,true
SCM,"SXAAMHispanic","Dictionary of Hispanic codes.",15,true
SCM,"SXAAMBSBillModifier","Modifier Master List",12,true
SCM,"SXARCMOralCavityCode","User defined dictionary for Cavity Code",13,true
SCM,"CV3OrderRouteModifier","Dictionary of Order Route Modifiers.",13,true
SCM,"SXARCMBillingIdentifierIDTypeTranslation","The table will store the information about the Billing identifiers type",11,true
SCM,"SXARCMPPS3MTranslationDictionaryCodeEntry","Table stores PPS 3M Translation Dictionary Code Entry",12,true
SCM,"CV3Source","Dictionary of Sources. Used by order entry to verify source of order (for example, verbal, phone, mail, etc.).",13,true
SCM,"SXAESPatternTimeRange","This table describes the time ranges for the patterns (PatternType = P) defined in the Pattern and Profile tables.",13,true
SCM,"SXAEHIBOSS_PatientDetails","This table has the identifiers we need to get to SXAEHIEMR_Documents table",2,true
SCM,"SXAGNReceivingPartyProperty","Allscript defined properties that can be associated to a receiving party",10,true
SCM,"SXAGNApp","Stores information regarding all applications that take part in Message Management feature in SXA.  Currently, only AM will be using it",11,true
SCM,"SXAAMWLPriorityCategoryWaitlistTypeXREF","This new table will be used to store a Waitlist type against Priority Category.",11,true
SCM,"SXAAMTitle","Dictionary of name titles",13,true
SCM,"SXAAMGroupPracticeLocationProviderXREF","for keeping xref information between providers and GroupPractices.",11,true
SCM,"SXAEISSchemaEntity","Archive for SXAESMCExceptionSpecificDateARC",16,true
SCM,"SXAAMWLClockEvent","This table is used to associate multiple Clock Events to Waitlist Items. Each Waitlist Item can be associated with many Clock Events.",14,true
SCM,"CV3DateReference","Dictionary of Date References.",14,true
SCM,"SXAAMFacilityID","Modeled after CV3CareProviderIDTable, this table stores identifications (ID code and type code pairs) for facilities.",12,true
SCM,"SXARCMRateCodeExplanationRateCodeSource","This table is created to store the Rate Code Explanation Rate Code Source values.",9,true
SCM,"SXARCMFacilityInstitutionalIdentifierConfigXREF","Storing relation between Facility Institutional Identifier Configuration and Identifier Dictionary code",12,true
SCM,"SXAAMBSendMessageInstance","Stores the state of the instance of the service that is active and deactive",11,true
SCM,"CV3ObsCatalogSet","The definition of a group of observation items which are typically recorded together.",27,true
SCM,"SXAAMDisallowProviderRoleFacilityXRef","Contains information on provider restriction based on facility",11,true
SCM,"CV3TaskPerformPolicyDtlRoles","Contains the valid roles for performing a task.",13,true
SCM,"SXARCMERFlowThruChargeTxnCode","Table to store the list of charge transaction codes of a flow thru",10,true
SCM,"CV3AllergenType","Dictionary of Allergen Types.",16,true
SCM,"SXARCMDenialConfigPatientResponsibilityException","This table is used to store Denial Config Patient Responsibility Exceptions",13,true
SCM,"SXARCMRuleDictionary","Storing Dictionary Entities information",12,true
SCM,"SXARCMEReimbursementMethodDetail","Stored the Reimbursement Method Detail",22,true
SCM,"SXARCMPPS3MTranslationDictionaryCode","Table stores PPS 3M Translation Dictionary Code",10,true
SCM,"SXAESMCExceptionEventCatRestrictionReleaseXREF","The purpose of this table is to stored the Master schedule Exception definition availability events category selection for release restrictions.",10,true
SCM,"SXARCMERException","Stores Exception details for Expected Reimbursement",14,true
SCM,"SXARCMProcessState","This contains the date of last automatic batch posting date.",11,true
SCM,"SXARCMClaimFieldValue","This table stores the Source of values which are associated with claim field.",13,true
SCM,"SXAEMPatientClassCategory","Patient Class definitions for E & M Coding",18,true
SCM,"SXAAMBInteractionText","Reference table for the descriptions of drug / allergy interactions.",13,true
SCM,"CV3HL7LocationType","The dictionary whose values populate the HL7 Type drop-down list in the Add New Location dialog box in Configuration Tools.",12,true
SCM,"SXARCMSearchTypeMaster","This Table store information search Criteria",10,true
SCM,"SXASCLStatus","Sunrise Charge Logic Encounter status main table",9,true
SCM,"CV3CareProviderVisitRole","The role a provider plays in giving a client care. (The association between a client visit and a provider.)",23,true
SCM,"SXAAMModeOfArrival","Dictionary of arrival modes",13,true
SCM,"SXARCMClaimAdjustPaperOnlyField","This table contains the paper only fields which are required to link with print format adjustment",12,true
SCM,"SXACDObsTaskRule","Stores the order modification rules. These rules will determine what type of action should be taken on a linked order/observation when an order field is modified.",13,true
SCM,"SXASRGProcedureCodedProcedureMapping","This table stores the mapping between ssc procedure and coded procedure",11,true
SCM,"SXAAMBeRXErrorDictionary","Ambulatory Sure Scripts table used to store error dictionary information.",11,true
SCM,"SXARCMSubPanelType","Storing information for Context Sub Panel Type",11,true
SCM,"CV3ReleaseToPatientPolicy","A policy to control which results are available for viewing by the patient.",13,true
SCM,"SXAMMMessageDefaultText","This entity contains Default Message Text for a  Department. The Default Message Text provides an easy way to create a new message. For example; the MessageDeptType = 1 (Nursing) may want to have a MessageDefaultText = �Please send 1 additional IV bag � IV bag contaminated.�",13,true
SCM,"SXARCMBillingCodeType","This tabe stores data of Billing Code Types like Condition Code, Occurrence Code etc.",11,true
SCM,"SXAAMWLPriorityCategoryChangeReason","This new table will be used to store a dictionary of user defined Waitlist Priority Category Change Reason",11,true
SCM,"SXAANCDicomConfig","Configuration information for DICOM Imaging devices",21,true
SCM,"CV3EnterpriseColumnData","Maintains cross-reference information linking columns of enterprise data tables with definitions for enterprise defined columns.",16,true
SCM,"SXAMMBillChargeDetail","The Bill Charge Header and Bill Charge Detail tables are where the Pharmacy system writes data that will trigger the creation of a Financial Transaction segment.
An external process will poll these tables and look for new transactions to send to the Financial System (Charge Control = 'NP').
When the external process has sent the data to to the Financial System, it sets the status to processed (Charge Control = 'PD')
The data in these tables is formatted in HL7 format.
A Financial Transaction is made up of 1 row in Bill Charge Header, and 1 or more rows in Bill Charge Detail.
The Bill Charge Header row contains the information that will go in the PID segment of the Financial Transaction.
Each Bill Charge Detail row contains the information that will go in the FT1  segments of the Financial Transaction.
After storing the data for the new Financial Transaction into these tables, Pharmacy's job is done and as far as Pharmacy is concerned, it has no more work to do. It is the responsibility of the external process to make sure that the transactions are sent to the Financial System.",23,true
SCM,"SXAMMMessageProcessingType","This table contains a predefined hard coded list of values created upon installation of the MM message module.",14,true
SCM,"SXAAMWLIndicatedProcedureCatCodeWLTypeXREF","XREF table between SXAAMWLIndicatedProcedureCatCode and SXAAMWLWaitlistType tables",11,true
SCM,"SXAEDI270AutoInquiryCriteria","Stores matching criteria for submitting automated 270 inquiry for a given facility.",13,true
SCM,"CV3TaskSignature","Records the signatures associated to the occurrence of a task.",16,true
SCM,"SXAMMCartFillCatchUpTime","This entity contains a list of times that catch-up reports are automatically run for a specified policy.",12,true
SCM,"SXACRTileCustomMLMDetail","Store additional details for custom MLM configuration",12,true
SCM,"SXARCMHL7OutboundTransactionConfiguration","Storing Configuration HL7 Outbound Transaction information",14,true
SCM,"SXARCMERASCConfigurationDetail","This table stores the info on ASX configuration on ER screen",18,true
SCM,"SXAHMConsentType","This Health Management configuration dictionary defines the method of communication by which consent for a medical action or procedure, such as a vaccination, was acquired.",10,true
SCM,"SXAAMEmployerAltCodeType","Dictionary of alt employer code types to be associated with employer alt codes",13,true
SCM,"SXARCM3MEncoderGrouper","Stored the Encoder Gruoper detail",13,true
SCM,"SXAESBlockManualRelease","Manual release table for the block",15,true
SCM,"SXAANCDicomMapping","Configuration information for mapping DICOM data elements to UDDI",11,true
SCM,"SXACMPCompletionObject","This table holds all signature and completion requests",40,true
SCM,"SXACDCommunityPatientIdTypeConfig","Contains the PatientIdentifier Type Configuration entries to be used while sending Documents to the community",14,true
SCM,"SXARCMInsurancePlanPayerIdentifierXref","Referenced in insurance plan with payer identifier details",12,true
SCM,"SXAGNReceivingParty","Identifies a third party that can receive HL7 messages or other type of electronic message",12,true
SCM,"CV3IntakeSubtype","Dictionary of Intake Subtypes.",12,true
SCM,"SXARCMUIActivity","Storing Allscripts delivered UI Activity like Charge Entry, Batch Charge Entry etc.",12,true
SCM,"SXAMVEnterprise","Config - Stores the Enterprise Level Clinical Summary Setting.",11,true
SCM,"CV3VisitTypeCareLevel","Describes the visit type and care level for a client visit (for example, Inpatient/Acute Care). This will provide policy information on how visits are grouped into charts.",21,true
SCM,"SXAEISSelectionExpression","Meta Data table that associates a query with an expression, indicating the expression should be used in the select statement generated when the query is run.",14,true
SCM,"SXAAMWLOfferCancellationRsnWaitlistTypeXREF","The cross reference table between offer cancellation reason and Waitlist type to store the multiple waitlist types associated to the offer cancellation reason.",11,true
SCM,"SXARCMInsuranceRemittanceLocationFacilityCode","To configure facility type specific transaction codes for insurance remittance location configuration",12,true
SCM,"SXARCMERRVUFileDetail","To store Expected Reimbursement RVU File Detail data",19,true
SCM,"SXAAMWLWaitlistResourceXREF","Contains all the resources id's associated to this waitlist",11,true
SCM,"SXAMMDispensingPolicyDetail","Stores configuration for each Pharmacy Dispensing Policy",36,true
SCM,"SXARCMTileTemplateTypeXRef","Stores the information about tile id and there respective template type Id",10,true
SCM,"SXAINVRequiredDetail","Configuration list of details that can be required upon receipt",11,true
SCM,"SXARCMTransferToBadDebtFacilityCode","This table will contain configuration setup-facility-transaction code relation ship",13,true
SCM,"SXAAMBWMSchedule","A table to store high-level information about wellness schedules.",14,true
SCM,"SXAAMWLPriorityCategory","This new table will be used to store a dictionary of user defined Waitlist Priority Category.",14,true
SCM,"SXAESLocationCustomFieldCategory","Events, Resources and Locations are to have custom field categories defined against them that will be then presented to the user when booking an appointment.  This table holds the custom field categories that are attached to specific locations.",11,true
SCM,"CV3GraphAttribute","An attribute for a graph, subgraph, or graph data item.",18,true
SCM,"SXARCMPPS3MContentGrouperVersion","Stores PPS grouper versions for a given content version and grouper type",11,true
SCM,"CV3CodedFreqTranslation","Translates a frequency code into a schedule based on location, order route, and frequency class.",24,true
SCM,"SXAMMCompoundClass","This entity contains a list of compound classes (ex. IV extemporaneous, etc).",11,true
SCM,"CV3BodySite","Dictionary of Body Sites where medications may be delivered.",13,true
SCM,"SXASRGProcedurePolicy","Store procedure policy",10,true
SCM,"SXAESMasterCalendar","Master Calendars allow administrators to detail the schedules when a resource in scheduling is available for appointments and where and how many appointments they may except during any specific time.  This table contains the main record for a Master Calendar.  Other tables will detail the availability of the resource and attach this record to the resource itself.",12,true
SCM,"SXAANCUddiXREF","Defines the UDDI s for Modality and Procedures",12,true
SCM,"SXAESBlockDefinition","Table that contains the definition details of a Block",20,true
SCM,"SXASRGInventoryLocation","This surgery table contains the Inventory Locations that will be used to match a surgery department with a Par Location in materials management system.",11,true
SCM,"SXARCMSelfPayLastStatementCycleInfo","Stores last cycle data of statement",20,true
SCM,"SXARCMERFeeScheduleConfigFileDetail","Store reference to Revenue &  CPTHCPCSD codes details for each Level",12,true
SCM,"SXARCMClaimFilingIndicator","This is user dictionary table used for insurance plan reporting details",11,true
SCM,"SXARCMClaimPaymentAssociationAdjudication","This will store the Claim Line Level Adjudication information.",14,true
SCM,"SXAANCSupplyXref","Defines the ancilllary supply info against Modality and Procedure",12,true
SCM,"SXAEMComponentStatus","Contains the textual description of the different element statuses",10,true
SCM,"SXAAMVisitRegistration","stores modifier id from Modifier table, CPT start and CPT End value.",43,false
SCM,"SXAAMRuleConditionDetail","When VWF is not installed at that time rule's conditions related to the rules are saved in this table. Every rule condition has Left Operator, operand and right operator associated with it. This  table is in foreign key relationship with SXAAMRule table",12,true
SCM,"SXAESMCTemplateDefinitionAvailability","Table that holds the definition availability records that define the master calendar template's day schedule.",20,true
SCM,"SXARCMUsageIndicator","This data contract is generated by PAW for the corresponding dictionary.",11,true
SCM,"SXARCMJobWorkerConfig","This table will be used to store the job worker configuration",16,true
SCM,"CV3DosingOptionGridRow","Stores the row configuration defined for the complex order type.",28,true
SCM,"SXAAMBClientPrescriptionHistory","Stores all modifications to a patient�s list of prescriptions/medications.",19,true
SCM,"SXAAMBClinicalDataFunctionType","Stores a list of the types of naming convention used in the drug catalog source (Generic Name, Trade Name, Trade Product Name, etc).",12,true
SCM,"SXAMMPharmacyBatch","This entity contains the times with the LVP or IVPB batches are run.",28,true
SCM,"SXAHMDateRangeColumnConfigColumn","This Health Management configuration table defines the individual columns that belong to a column configuration for the summary and timeline views.",17,true
SCM,"SXARCMFieldValueCondition","This table is used for contacting field value conditions which are available during core tile customization",10,true
SCM,"SXAMMRecipePrep","This table is used to hold manufacturing data while preparing recipe",38,true
SCM,"SXAAMBDrugCategoryXRef","Stores the relationships between a generic drug and its therapeutic category.",10,true
SCM,"CV3TableColumnLookupXRef","Express Unload cross-reference table.",16,true
SCM,"SXARCMNoPayClaimDetail","save the details on non-payment claims",18,true
SCM,"SXAMMStockItemADMXref","SMM to allow configuration of multiple cross references, potentially one for each communication process (Procar). The existing cross reference at the Stock Item level would be the �default� and would always be used if there was no �override� cross reference at the communication process (Procar) level.",13,true
SCM,"SXARCMLateChargeProcessingRequest","This table will be populated with  the episode and transaction info for all late charges entered in the system and will be used by the financials windows service job worker to trigger the late charge processing.",15,true
SCM,"SXAMMProductAlternateBillingCode","This table optionally allows customers to assign multiple alternate charge codes for a product by location.",13,true
SCM,"SXARCMRevCycleInvoiceTxnCode","This table will store payment and adjustment transaction codes for selected Invoice Revenue Cycle",14,true
SCM,"SXARCMDesktopTemplateFieldConfig","Fields mapping for Desktop templates",11,true
SCM,"SXAAMLocationAccommodation","Table associating accommodations with locations",11,false
SCM,"SXAAMBDoseRangeInfo","Stores reference information to perform dose range checking when writing prescriptions.",22,true
SCM,"SXAHMVaccineEligibilityCode","This Health Management configuration dictionary defines the types of Vaccine Eligibility that determine what Vaccines, or types of Vaccine immunizations that a patient is allowed to receive.",11,true
SCM,"SXAESApptReminderStatus","The purpose of this table is to save appointment reminder status information.",10,true
SCM,"SXARCMTMFQHCService","To store FQHC Service information for a given  trasnsaction code",11,true
SCM,"SXACRTileObservationDetail","Store the Observation Tile's Display attribute",13,true
SCM,"SXARCMSelfPayDiscountConfiguration","stores Self Pay Discount Configuration by facility",10,true
SCM,"SCMObsFSColumnFreeText","Stores the free-text of the observation in the flowsheet",16,true
SCM,"CV3AlternateOrder","These orders have a lot of the same characteristics as CV3order entries. However we do not want them included in most of the reports, order views, MLM processing etc.",118,true
SCM,"SXARCMDentalAppliance","To store Dental Appliance Information",13,true
SCM,"SXAHIMForeignSystemXref","This Table stores mapping details of document type between SCM documen type and external system",13,true
SCM,"SXACDFHIRDataElement","This table will store the FHIR data elements.",16,true
SCM,"SXARCMClaimAttachmentTransmissionCode","stores 837 field PWK02:  its values will be data loaded.",11,true
SCM,"SXAEISAttributeSetMember","Meta Data table which defines members of an Attribute Set Collection",12,true
SCM,"SXARCMNotificationRequestMachine","This table is created to FQHC Service Category of the posted charges",9,true
SCM,"SXARCMPanelSubPanelField","Storing Sub Panel information by Pane wise",16,true
SCM,"SXARCMERCaseRateExceptionChargeTxnCode","Configuration data for Case Rate Exception Transaction Codes",10,true
SCM,"CV3ReleaseToPatientPolicyDtl","The details of a release to patient policy that allow the policy to be defined by location and care provider type",20,true
SCM,"SXASRGCaseEventTime","Table containing the case event times.",14,true
SCM,"CV3ObsCatalogSetItem","Defines which observation items are part of an observation catalog set.",32,true
SCM,"SXAESMultipleDateSelection","Data table to hold multiple dates selected when recurrence type is 'selected dates'",10,true
SCM,"SXARCMDenialClaimAdjustmentReasonCodeXREF","The table will store the information of ClaimAdjReasonCodes for Denial.",10,true
SCM,"CV3KnowledgeTreeItem","Provides a mechanism to enter patient documents in a structured way. This is part of the Knowledge Writer.",31,true
SCM,"SXAANCProtocolXREF","Maintains RIS Protocol details",14,true
SCM,"SXAMMMnemonic","This entity contains order entry defaults for a formulary Generic Item. A Generic Item Formulary can have:ONE Default Type = 'Formulary' and UNLIMITED Default Type = 'Mnemonic'.",21,true
SCM,"CV3ReferenceDate","Dictionary of Reference Dates.",14,true
SCM,"SXAANCFacilityStatusXREF","this table holds mappings between Ancillary and Core Statuses that are overridden at facility level",12,true
SCM,"SXACDDiscriminateListXREF","The table will maintain a cross reference between two UserDictionaryLists",15,true
SCM,"SXARxActiveIngredient","This table defines active ingredients that make up generic items.",12,true
SCM,"CV3CatalogItemAllergen","Identifies the allergens that are associated to a catalog item.",14,true
SCM,"SXAAMBSVPersonnelResource","Contains all personnel resource information related to a particular patient appointment.",15,true
SCM,"SXARCMAbstractEncoder","To store the Abstract Encoder Information",11,true
SCM,"SXAESBlockReasonDictionary","Holds configuration data related to Dictionary properties",15,true
SCM,"SXASCLModuleComponentXRef","Sunrise Charge Logic Configuration table that stores the link of Module and Component",11,true
SCM,"SXACCCMTProject","To Save Content Management Project Details",19,true
SCM,"SXAMMHistoryEvent","This Table holds the records of table events",9,true
SCM,"SXARCMERATransactionSetClaimInsured","table holding records for insured data for one claim in an electronic remittance file",16,true
SCM,"CV3CustomizedOrderSelectionXRef","This table is used to reference order selection configuration per customized order set preference.",19,true
SCM,"SXARCMSmallBalanceSecurityGroupLimit","This table will store the amount limit to small balance transfer amount limit.",10,true
SCM,"SXAAMPlaceOfWorship","Dictionary of places of worship and their related religions.",13,true
SCM,"SXARCMUser","The table is contains all the users in the system.",10,true
SCM,"SXARCMPatientResponsibilityCoinsurance","This table is created to store coinsurance exception rule of Patient Responsibility.",13,true
SCM,"SXAMMHistoryEventDetail","This Table holds the records of table event details",15,true
SCM,"SXASCLLocationRevenueCenterXREF","Sunrise Charge Logic table to store revenue centers of location",12,false
SCM,"SXARCMUserPersonalizationData","Contains the function properties details for a tile/screen and User in XML format.",14,true
SCM,"SXAAMGroupPracticeLocation","To store Practice Locations or Address information belongs to the Group practice",16,true
SCM,"SXARCMLogContextType","Enumerates the types of items that can be in context when creating debugging and operational log entries",10,true
SCM,"SXAANCExamDocumentXREF","Stores all radiology exam and client document relation",11,true
SCM,"SXARCMPPSMedicalSurgicalDRGFlagDictionary","Dictionary For PPS Medical/Surgical Diagnosis related Group Flag",12,true
SCM,"SXARCMAssetSortValue","Storing Sorting information for Asset like ID, Date Billed etc.",11,true
SCM,"SXARCMRREditLayoutXREF","xref to link edits to their approprate claim format layout element",10,true
SCM,"SXAFBAutoChartingConditions","The purpose of this table is to add the Conditions with the Associated Rule  for the particular form saved in the form Builder.",13,true
SCM,"SXAORMMatchingWindowItemView","The purpose of this table is to save info on what items are visible in the MW",12,true
SCM,"SXAESEvent","The table is use to save the basic information of Event.",34,true
SCM,"SXACDPullSetCatalogItemVersion","Stores versions of each pull set items to maintain the history of the PullSet.",13,true
SCM,"SXAAMDialogDetailDefinitionXREF","Relates the dialog with the compiled binary corresponding to this dialog.",10,true
SCM,"SXAANCPhase","Define Phase for the Modality/Procedure",12,true
SCM,"SXARCMTaxConfiguration","The purpose of this table is to save configuration data for taxes charged against health care services.",17,true
SCM,"CV3OrderReviewCategory","Categories used in Order Review (by Dept). Also used as headers when displaying order sets.",13,true
SCM,"SXARCMERCalculationDetail","Represents expected reimbursement calculation details",24,true
SCM,"SXAMMGINote","This entity contains Order Entry Default Notes specific for a Generic Item Formulary.A Generic Item Formulary can have:ONE Default Type = ""Formulary"" andUNLIMITED Default Type = ""Mnemonic""",14,true
SCM,"SXARCMRecurringType","This table is used to stores recurring type of the task.",9,true
SCM,"SXARCMPPS3MTranslationSpecialtyCode","This table stores user defined values and their respective 3M acceptable (translated) values for the Specialty Code field.Data for this table is loaded by the user using the Dictionary Maintanence UI.",12,true
SCM,"SXASRGChargingPolicyChargeCodeDetail","The charge code details for a time based charging policy. A time based charging policy contains one or more charge code details.",14,true
SCM,"SXAAMBSVEquipmentResource","Contains all general resource information related to a particular patient appointment.",15,true
SCM,"SXASCLVLCPTCode","Sunrise Charge Logic table to store CPT code for Visit Level",10,true
SCM,"SCMObsFSRelatedData","This table stores the information used to display related data from result categories reports.",15,true
SCM,"CV3VisitID","The ID for a particular client visit.",19,true
SCM,"SXAESSystemConfiguration","Added options for ES paging",44,true
SCM,"SXAAMBillCode","This table is a new restricted dictionary for 4 types of  Billing Codes; Occurrence Codes, Occurrence Span Codes, Condition Codes, and Value Codes.   These will be enumerated in CV3EnumReference.The codes are used to determine liability, coordinate benefits and administer clauses in benefit programs.   Some will be predefined and unchangeable.  The user will be able to add, modify, and delete user defined codes, but not system codes",15,true
SCM,"SXAAMCareProviderInsuranceXREF","XREF between cv3Provider  and CV3FRP table",11,true
SCM,"CV3DoseBasisGroupDtl","A �Dose Basis� (calculation option) that belongs to a Dose Basis Group",14,true
SCM,"CV3ClientDocumentCUR","Contains current document  records. This table has the clinical documentation in the form of an assessment, note, or free format observations.",62,true
SCM,"SXAAMDialogDefinition","This table holds Patient Headers and Custom Dialogs definitions",16,true
SCM,"SXARCMTemplateSource","Stores the valid sources for a template. Templates provided by Eclipsys which be marked as Eclipsys and the ones which will be created by end users will be saved as �Enterprise�",11,true
SCM,"SXARCMLogLevel","Enumerates the severity levels of debugging and operational log entries",10,true
SCM,"SXAANCExamProcedureHistory","Captures the history of procedure change on the order",16,true
SCM,"SXARCMERPerDiemFlexPerDiemDetail","To store Expected Reimbursement Per Diem Flexible and Per Diem Detail data",13,true
SCM,"SXASCLVisitDetail","Sunrise Charge Logic Encounter (Visit) table",20,true
SCM,"SXAANCRadsTypeCategoryFollowUpCodeXREF","Allows to configure the followup codes to the Radstype category",11,true
SCM,"SXAAMAdmitViaColumn","To add the default values of admit via columns",12,true
SCM,"SXAMMKBAUsabilityTaskOverduePolicy","This entity contains KBA Overdue Policies for Location Function Groups at a Task Type level. This table is associated with the KBA Usability Policy table and identifies the Overdue Policy for task types. For example: A Location Function Group may define t",15,true
SCM,"SXARCMObservationTierPricingConfig","Store Tier Pricing information related to each obsarvation configuration",12,true
SCM,"SXAAMClockResult","The purpose of this table is to store clock result",17,true
SCM,"SXAMMFillOccurrence","This entity contains a list of fill occurrences that occur within a particular fill period (cart fill or iv fill).  This includes first and initial doses.",13,true
SCM,"SXAMMFloorstockLocConfig","This table stores the hierarchy that composes the floorstock location (cupboard shelf, bin, drawer, etc)",13,true
SCM,"SXAGNReconciliationStatus","This table contains queued clinical items to be reconciled and their status.",14,true
SCM,"SXARCMProxyAdjWorkSheetTransferXREF","To store the XREF between Parent Worksheet ID and Transaction IDs used for Adjustments and transfers",13,true
SCM,"CV3OrderType","Dictionary of Order Types.",12,true
SCM,"SXAESConflict","Stores the event conflicts for an event. For example, if the event procedure follows any of the events listed in the Conflicts table, this event must occur at least ""MinDelay"" after the listed event.",13,true
SCM,"SXAAMVisitTransportation","This table maintains relationships between the transportations associated with visits.  A visit can have multiple transportations.",34,false
SCM,"CV3OrderReconcileCommentTypeXRef","Look-up table that contains valid mappings between an order reconciliation InternalType and an order reconciliation action type (ReconcileOrderActionType)",10,true
SCM,"SXARCMChargeAmbSupplementalInfo","Holds field missing from Charge capture which will include the relevant information need to bill with the claim",24,true
SCM,"SXAMMStockItemProductCost","This entity contains cost information about a product in each facility location.",14,true
SCM,"SXAMMKBAUsabilityPolicy","This entity contains Usability Policies for KBA. Each Location Function Group (which is made up of multiple locations) can have it's own Usability Policy - which defines the rules around how KBA will function for that location group.",14,true
SCM,"CV3DosingOptionGroupXref","Cross-reference table stores the Dosing Option and the group that it belongs.",15,true
SCM,"SXACDDiscriminateListValueXREF","The table will maintain a cross reference between two CV3ObsValidValue records",14,true
SCM,"CV3OPOInlinePanelSettings","This table is to store the configuration of Inline Add/Edit Outpatient Order panel in ORM and OMP",25,true
SCM,"SXACDDocExSectionSourceMap","Configuration table for ARRA Document Exchange section source mapping.  This will be populated via a new config tool dialog in Dictionary Maintenance/Patient Care Documentation.",13,true
SCM,"SXAEISGENPerson","Entity Table to Hold Patient data.  Corresponds to the CV3Client table in XA",29,true
SCM,"CV3DataType","Dictionary of Data Types.",12,true
SCM,"SXAAMBWMEventFrequency","A table to store frequency information about the occurrence of wellness events.",11,true
SCM,"SXAEISQuerySchema","Meta Data table that associates a schema definition with a query definition indicating that the schema defines the result set returned by the query",12,true
SCM,"SXARCMClaimWorksheetBillingCodes","This table holds the billing code Id and its value for each worksheet.",16,true
SCM,"CV3Flowsheet","Flowsheet for charting purposes.",14,true
SCM,"SXARCMRoomChargeBatchRunStatus","This table stores run status for room charge batches.",9,true
SCM,"SXAHIMConfiguration","Sunrise HIM table to store configuration which will be used to control various workflows on UI.",12,true
SCM,"SXARCMFunctionTemplateXRef","This is a mapping table used to store the function template association",10,true
SCM,"SXARCMEDIClaimStatusCategoryDictionary","This table contains EDI 277 Claim Status Category codes and descriptions.",12,true
SCM,"SXAAMWLOfferRejectionReason","Contains all the Offer Rejection Reason code with its Description",11,true
SCM,"SXASRGCase","This surgery table contains the case information",34,true
SCM,"SXASCLOrderStatusLevel","Sunrise Charge Logic table to store Order Status Level.",12,true
SCM,"SXARCMPaymentAllocationType","DB entity to store details related to Payment Allocation Types. Dictionary will be pre-populated with the following entries:",10,true
SCM,"SXARCMBadDebtMoveInOutHistory","Use to store entries when episode moves in to bad debt and moves out of bad debt.",8,true
SCM,"SXARxGenericName","This table holds the names of all the generic items.",14,true
SCM,"SXACDFHIRSectionDataElementXRef","This table will store the linking between tables SXACDFHIRDataElement and SXACDFHIRSection.",12,true
SCM,"CV3HealthIssueTypeCodingSchemeXRef","Cross-reference table that associates a Health Issue coding scheme record to an existing CV3HealthIssueType record.  Used to list of set of allowable coding schemes associated with a health issue type.",13,true
SCM,"SXAAMBPharmacy","Stores pharmacy demographics to enable faxing functionality in the Prescription Writer application.",69,true
SCM,"SXAESEventProcedureCode","Supports MNC integration and the ability to define",12,true
SCM,"CV3OrderBrowseItem","Used to categorize order catalog items into a hierarchy. This is used by order entry and order review.",22,true
SCM,"SXAESMCDefinitionAvailabilityEventXREF","DefinitionAvailabilities in Master Calendars may have restrictions where only certain types of events may be preformed during that time, this XREF holds the events that may be preformed.",11,true
SCM,"SXARCMFQHCServiceCategory","This table is created to store FQHC Service Category",12,true
SCM,"SXAAMBSBillCMSDenominator","Table holds CMS eligible denominators",11,true
SCM,"SXAESAppointment","Stores the ES Appointments",67,true
SCM,"SXAEISExpressionSyntaxElement","Expression Syntax Element",12,true
SCM,"CV3Gender","Dictionary of Genders.",14,true
SCM,"SXAMMDispensingPolicy","Contains the list of available Pharmacy Dispensing Policies",11,true
SCM,"SXAEISRepairOperationComponent","Archive for  SXAESMCExceptionDefinitionAvailabilityLocationXREFARC",23,true
SCM,"SXAMMCompoundLabelItem","This table is used to hold records of information's that needs to be displayed in recipe related labels",10,true
SCM,"SXAMMFillOccurrenceDetailHistory","This entity contains a history of changes to the stock item products that are being sent to the floor (IV) or put on the cart.",18,true
